Date,Equipment_ID,Equipment_Type,Department,Available_Hours,Actual_Operating_Hours,Utilization_Rate,Number_of_Procedures,Cost_per_procedure,Daily_Operating_Cost,Procedure_Revenue,Day_of_Week,Month,Is_Weekend,Net-Profit (daily),,,,
9/21/2023,US_0179,Ultrasound,Radiology,8,6.4,0.8,39,3000,1000,"KES 117,000",Thursday,September,FALSE,"KES 116,000",,,,
7/19/2023,CT_0180,CT Scanner,Radiology,10,7.2,0.72,26,10000,3000,"KES 260,000",Wednesday,July,FALSE,"KES 257,000",,,,
3/14/2023,XRAY_0181,X-Ray Machine,Radiology,8,5.1,0.64,27,2000,1500,"KES 54,000",Tuesday,March,FALSE,"KES 52,500",,,,
5/4/2023,US_0182,Ultrasound,Radiology,10,9.2,0.92,31,3000,1000,"KES 93,000",Thursday,May,FALSE,"KES 92,000",,,,
4/28/2023,CT_0183,CT Scanner,Radiology,18,9.7,0.54,9,10000,3000,"KES 90,000",Friday,April,FALSE,"KES 87,000",,,,
12/8/2023,CT_0184,CT Scanner,Radiology,10,4.8,0.48,26,10000,3000,"KES 260,000",Friday,December,FALSE,"KES 257,000",,,,
5/8/2023,MAMMO_0185,Mammography Unit,Women's Health,13,12.6,0.97,13,5000,1000,"KES 65,000",Monday,May,FALSE,"KES 64,000",,,,
11/9/2023,MAMMO_0186,Mammography Unit,Women's Health,10,4.5,0.45,11,5000,1000,"KES 55,000",Thursday,November,FALSE,"KES 54,000",,,,
2/22/2023,MRI_0187,MRI Scanner,Radiology,12,1.2,0.1,4,30000,5000,"KES 120,000",Wednesday,February,FALSE,"KES 115,000",,,,
9/29/2023,XRAY_0188,X-Ray Machine,Radiology,18,11.4,0.63,28,2000,1500,"KES 56,000",Friday,September,FALSE,"KES 54,500",,,,
5/30/2023,MRI_0189,MRI Scanner,Radiology,13,1.4,0.11,5,30000,5000,"KES 150,000",Tuesday,May,FALSE,"KES 145,000",,,,
3/15/2023,MAMMO_0190,Mammography Unit,Women's Health,18,10.3,0.57,22,5000,1000,"KES 110,000",Wednesday,March,FALSE,"KES 109,000",,,,
6/7/2023,CT_0191,CT Scanner,Radiology,11,6.8,0.62,22,10000,3000,"KES 220,000",Wednesday,June,FALSE,"KES 217,000",,,,
11/6/2023,MAMMO_0192,Mammography Unit,Women's Health,8,5.8,0.72,12,5000,1000,"KES 60,000",Monday,November,FALSE,"KES 59,000",,,,
3/20/2023,MAMMO_0193,Mammography Unit,Women's Health,13,12.5,0.96,28,5000,1000,"KES 140,000",Monday,March,FALSE,"KES 139,000",,,,
6/9/2023,MRI_0194,MRI Scanner,Radiology,8,1.4,0.17,1,30000,5000,"KES 30,000",Friday,June,FALSE,"KES 25,000",,,,
1/27/2023,US_0195,Ultrasound,Radiology,10,6.8,0.68,22,3000,1000,"KES 66,000",Friday,January,FALSE,"KES 65,000",,,,
11/26/2023,CT_0196,CT Scanner,Radiology,13,11,0.85,27,10000,3000,"KES 270,000",Sunday,November,TRUE,"KES 267,000",,,,
3/20/2023,XRAY_0197,X-Ray Machine,Radiology,20,19,0.95,25,2000,1500,"KES 50,000",Monday,March,FALSE,"KES 48,500",,,,
12/14/2023,US_0198,Ultrasound,Radiology,12,8,0.67,18,3000,1000,"KES 54,000",Thursday,December,FALSE,"KES 53,000",,,,
11/10/2023,CT_0199,CT Scanner,Radiology,16,15.4,0.96,30,10000,3000,"KES 300,000",Friday,November,FALSE,"KES 297,000",,,,
7/16/2023,XRAY_0200,X-Ray Machine,Radiology,19,8,0.42,24,2000,1500,"KES 48,000",Sunday,July,TRUE,"KES 46,500",,,,
3/2/2023,MAMMO_0201,Mammography Unit,Women's Health,9,8.3,0.92,10,5000,1000,"KES 50,000",Thursday,March,FALSE,"KES 49,000",,,,
5/4/2023,CT_0202,CT Scanner,Radiology,9,7.2,0.8,26,10000,3000,"KES 260,000",Thursday,May,FALSE,"KES 257,000",,,,
2/28/2023,US_0203,Ultrasound,Radiology,11,7.9,0.72,28,3000,1000,"KES 84,000",Tuesday,February,FALSE,"KES 83,000",,,,
5/25/2023,MRI_0204,MRI Scanner,Radiology,15,1.5,0.1,5,30000,5000,"KES 150,000",Thursday,May,FALSE,"KES 145,000",,,,
7/26/2023,CT_0205,CT Scanner,Radiology,18,8.4,0.47,24,10000,3000,"KES 240,000",Wednesday,July,FALSE,"KES 237,000",,,,
12/5/2023,US_0206,Ultrasound,Radiology,8,7.9,0.99,32,3000,1000,"KES 96,000",Tuesday,December,FALSE,"KES 95,000",,,,
2/10/2023,XRAY_0207,X-Ray Machine,Radiology,18,9.3,0.52,23,2000,1500,"KES 46,000",Friday,February,FALSE,"KES 44,500",,,,
10/2/2023,XRAY_0208,X-Ray Machine,Radiology,11,4.8,0.44,25,2000,1500,"KES 50,000",Monday,October,FALSE,"KES 48,500",,,,
11/8/2023,MAMMO_0209,Mammography Unit,Women's Health,13,11.8,0.91,20,5000,1000,"KES 100,000",Wednesday,November,FALSE,"KES 99,000",,,,
4/6/2023,XRAY_0210,X-Ray Machine,Radiology,17,7,0.41,30,2000,1500,"KES 60,000",Thursday,April,FALSE,"KES 58,500",,,,
2/13/2023,CT_0211,CT Scanner,Radiology,9,7.5,0.83,7,10000,3000,"KES 70,000",Monday,February,FALSE,"KES 67,000",,,,
1/25/2023,MRI_0212,MRI Scanner,Radiology,10,3.3,0.33,3,30000,5000,"KES 90,000",Wednesday,January,FALSE,"KES 85,000",,,,
5/17/2023,US_0213,Ultrasound,Radiology,10,7.1,0.71,19,3000,1000,"KES 57,000",Wednesday,May,FALSE,"KES 56,000",,,,
5/16/2023,MRI_0214,MRI Scanner,Radiology,10,1.8,0.18,5,30000,5000,"KES 150,000",Tuesday,May,FALSE,"KES 145,000",,,,
3/13/2023,MRI_0215,MRI Scanner,Radiology,14,0.6,0.04,4,30000,5000,"KES 120,000",Monday,March,FALSE,"KES 115,000",,,,
10/10/2023,MAMMO_0216,Mammography Unit,Women's Health,12,6.3,0.53,22,5000,1000,"KES 110,000",Tuesday,October,FALSE,"KES 109,000",,,,
12/24/2023,MAMMO_0217,Mammography Unit,Women's Health,17,14.8,0.87,30,5000,1000,"KES 150,000",Sunday,December,TRUE,"KES 149,000",,,,
4/9/2023,MAMMO_0218,Mammography Unit,Women's Health,8,7.8,0.97,14,5000,1000,"KES 70,000",Sunday,April,TRUE,"KES 69,000",,,,
7/27/2023,XRAY_0219,X-Ray Machine,Radiology,19,4.4,0.23,15,2000,1500,"KES 30,000",Thursday,July,FALSE,"KES 28,500",,,,
5/13/2023,MAMMO_0220,Mammography Unit,Women's Health,18,5.8,0.32,20,5000,1000,"KES 100,000",Saturday,May,TRUE,"KES 99,000",,,,
1/14/2023,CT_0221,CT Scanner,Radiology,16,10.5,0.66,29,10000,3000,"KES 290,000",Saturday,January,TRUE,"KES 287,000",,,,
3/26/2023,XRAY_0222,X-Ray Machine,Radiology,13,8.4,0.65,13,2000,1500,"KES 26,000",Sunday,March,TRUE,"KES 24,500",,,,
3/22/2023,MRI_0223,MRI Scanner,Radiology,13,3.9,0.3,1,30000,5000,"KES 30,000",Wednesday,March,FALSE,"KES 25,000",,,,
1/1/2023,MRI_0224,MRI Scanner,Radiology,15,3.1,0.21,5,30000,5000,"KES 150,000",Sunday,January,TRUE,"KES 145,000",,,,
8/9/2023,XRAY_0225,X-Ray Machine,Radiology,14,9.5,0.68,25,2000,1500,"KES 50,000",Wednesday,August,FALSE,"KES 48,500",,,,
1/14/2023,MAMMO_0226,Mammography Unit,Women's Health,18,11.4,0.63,27,5000,1000,"KES 135,000",Saturday,January,TRUE,"KES 134,000",,,,
8/12/2023,US_0227,Ultrasound,Radiology,11,10.3,0.94,35,3000,1000,"KES 105,000",Saturday,August,TRUE,"KES 104,000",,,,
7/25/2023,XRAY_0228,X-Ray Machine,Radiology,11,7.3,0.66,12,2000,1500,"KES 24,000",Tuesday,July,FALSE,"KES 22,500",,,,
3/16/2023,MRI_0229,MRI Scanner,Radiology,14,1.6,0.11,1,30000,5000,"KES 30,000",Thursday,March,FALSE,"KES 25,000",,,,
7/29/2023,MRI_0230,MRI Scanner,Radiology,16,3.7,0.23,4,30000,5000,"KES 120,000",Saturday,July,TRUE,"KES 115,000",,,,
4/4/2023,XRAY_0231,X-Ray Machine,Radiology,15,13.6,0.91,13,2000,1500,"KES 26,000",Tuesday,April,FALSE,"KES 24,500",,,,
5/29/2023,MAMMO_0232,Mammography Unit,Women's Health,13,9.1,0.7,26,5000,1000,"KES 130,000",Monday,May,FALSE,"KES 129,000",,,,
6/18/2023,CT_0233,CT Scanner,Radiology,18,8.1,0.45,23,10000,3000,"KES 230,000",Sunday,June,TRUE,"KES 227,000",,,,
1/5/2023,MAMMO_0234,Mammography Unit,Women's Health,14,13.3,0.95,29,5000,1000,"KES 145,000",Thursday,January,FALSE,"KES 144,000",,,,
8/22/2023,US_0235,Ultrasound,Radiology,12,8.7,0.72,29,3000,1000,"KES 87,000",Tuesday,August,FALSE,"KES 86,000",,,,
2/18/2023,US_0236,Ultrasound,Radiology,12,10.1,0.84,17,3000,1000,"KES 51,000",Saturday,February,TRUE,"KES 50,000",,,,
9/29/2023,CT_0237,CT Scanner,Radiology,17,10.1,0.59,8,10000,3000,"KES 80,000",Friday,September,FALSE,"KES 77,000",,,,
7/4/2023,MAMMO_0238,Mammography Unit,Women's Health,9,5.7,0.63,13,5000,1000,"KES 65,000",Tuesday,July,FALSE,"KES 64,000",,,,
9/5/2023,MAMMO_0239,Mammography Unit,Women's Health,20,3.1,0.15,27,5000,1000,"KES 135,000",Tuesday,September,FALSE,"KES 134,000",,,,
6/27/2023,CT_0240,CT Scanner,Radiology,14,5,0.36,6,10000,3000,"KES 60,000",Tuesday,June,FALSE,"KES 57,000",,,,
6/13/2023,MAMMO_0241,Mammography Unit,Women's Health,10,5.1,0.51,19,5000,1000,"KES 95,000",Tuesday,June,FALSE,"KES 94,000",,,,
12/11/2023,XRAY_0242,X-Ray Machine,Radiology,15,5.7,0.38,28,2000,1500,"KES 56,000",Monday,December,FALSE,"KES 54,500",,,,
6/17/2023,XRAY_0243,X-Ray Machine,Radiology,9,7.7,0.86,30,2000,1500,"KES 60,000",Saturday,June,TRUE,"KES 58,500",,,,
1/17/2023,XRAY_0244,X-Ray Machine,Radiology,10,8.6,0.86,19,2000,1500,"KES 38,000",Tuesday,January,FALSE,"KES 36,500",,,,
7/19/2023,CT_0245,CT Scanner,Radiology,13,9.7,0.75,29,10000,3000,"KES 290,000",Wednesday,July,FALSE,"KES 287,000",,,,
9/24/2023,MAMMO_0246,Mammography Unit,Women's Health,10,8.1,0.81,8,5000,1000,"KES 40,000",Sunday,September,TRUE,"KES 39,000",,,,
7/5/2023,CT_0247,CT Scanner,Radiology,10,8.4,0.84,19,10000,3000,"KES 190,000",Wednesday,July,FALSE,"KES 187,000",,,,
3/23/2023,MRI_0248,MRI Scanner,Radiology,11,1.2,0.11,3,30000,5000,"KES 90,000",Thursday,March,FALSE,"KES 85,000",,,,
7/25/2023,MRI_0249,MRI Scanner,Radiology,11,3.2,0.29,3,30000,5000,"KES 90,000",Tuesday,July,FALSE,"KES 85,000",,,,
9/30/2023,MAMMO_0250,Mammography Unit,Women's Health,11,10.9,0.99,24,5000,1000,"KES 120,000",Saturday,September,TRUE,"KES 119,000",,,,
2/23/2023,MRI_0251,MRI Scanner,Radiology,9,1.7,0.19,1,30000,5000,"KES 30,000",Thursday,February,FALSE,"KES 25,000",,,,
2/13/2023,CT_0252,CT Scanner,Radiology,11,4.5,0.41,10,10000,3000,"KES 100,000",Monday,February,FALSE,"KES 97,000",,,,
10/20/2023,MRI_0253,MRI Scanner,Radiology,8,1,0.12,2,30000,5000,"KES 60,000",Friday,October,FALSE,"KES 55,000",,,,
7/25/2023,MAMMO_0254,Mammography Unit,Women's Health,13,5.4,0.42,22,5000,1000,"KES 110,000",Tuesday,July,FALSE,"KES 109,000",,,,
5/25/2023,CT_0255,CT Scanner,Radiology,12,6,0.5,25,10000,3000,"KES 250,000",Thursday,May,FALSE,"KES 247,000",,,,
10/10/2023,XRAY_0256,X-Ray Machine,Radiology,18,9.8,0.54,22,2000,1500,"KES 44,000",Tuesday,October,FALSE,"KES 42,500",,,,
4/3/2023,CT_0257,CT Scanner,Radiology,11,4,0.36,24,10000,3000,"KES 240,000",Monday,April,FALSE,"KES 237,000",,,,
8/11/2023,MAMMO_0258,Mammography Unit,Women's Health,8,5.6,0.7,22,5000,1000,"KES 110,000",Friday,August,FALSE,"KES 109,000",,,,
5/9/2023,MAMMO_0259,Mammography Unit,Women's Health,17,6.7,0.39,28,5000,1000,"KES 140,000",Tuesday,May,FALSE,"KES 139,000",,,,
5/1/2023,MRI_0260,MRI Scanner,Radiology,16,2.6,0.16,1,30000,5000,"KES 30,000",Monday,May,FALSE,"KES 25,000",,,,
3/19/2023,US_0261,Ultrasound,Radiology,8,7,0.88,37,3000,1000,"KES 111,000",Sunday,March,TRUE,"KES 110,000",,,,
8/11/2023,XRAY_0262,X-Ray Machine,Radiology,8,6.7,0.84,23,2000,1500,"KES 46,000",Friday,August,FALSE,"KES 44,500",,,,
1/18/2023,MRI_0263,MRI Scanner,Radiology,10,3.3,0.33,3,30000,5000,"KES 90,000",Wednesday,January,FALSE,"KES 85,000",,,,
10/6/2023,CT_0264,CT Scanner,Radiology,9,6.6,0.73,16,10000,3000,"KES 160,000",Friday,October,FALSE,"KES 157,000",,,,
5/29/2023,US_0265,Ultrasound,Radiology,9,7.2,0.8,25,3000,1000,"KES 75,000",Monday,May,FALSE,"KES 74,000",,,,
2/7/2023,MRI_0266,MRI Scanner,Radiology,11,2.5,0.23,3,30000,5000,"KES 90,000",Tuesday,February,FALSE,"KES 85,000",,,,
1/4/2023,MAMMO_0267,Mammography Unit,Women's Health,20,17.7,0.89,22,5000,1000,"KES 110,000",Wednesday,January,FALSE,"KES 109,000",,,,
7/30/2023,XRAY_0268,X-Ray Machine,Radiology,19,10.3,0.54,30,2000,1500,"KES 60,000",Sunday,July,TRUE,"KES 58,500",,,,
5/8/2023,US_0269,Ultrasound,Radiology,9,8.6,0.96,24,3000,1000,"KES 72,000",Monday,May,FALSE,"KES 71,000",,,,
8/18/2023,US_0270,Ultrasound,Radiology,12,9,0.75,32,3000,1000,"KES 96,000",Friday,August,FALSE,"KES 95,000",,,,
6/22/2023,XRAY_0271,X-Ray Machine,Radiology,16,4.4,0.28,11,2000,1500,"KES 22,000",Thursday,June,FALSE,"KES 20,500",,,,
8/30/2023,XRAY_0272,X-Ray Machine,Radiology,14,8,0.57,24,2000,1500,"KES 48,000",Wednesday,August,FALSE,"KES 46,500",,,,
3/16/2023,XRAY_0273,X-Ray Machine,Radiology,9,4.8,0.53,11,2000,1500,"KES 22,000",Thursday,March,FALSE,"KES 20,500",,,,
7/13/2023,MRI_0274,MRI Scanner,Radiology,9,3.6,0.4,2,30000,5000,"KES 60,000",Thursday,July,FALSE,"KES 55,000",,,,
8/24/2023,MRI_0275,MRI Scanner,Radiology,8,2,0.25,3,30000,5000,"KES 90,000",Thursday,August,FALSE,"KES 85,000",,,,
4/3/2023,MAMMO_0276,Mammography Unit,Women's Health,18,7.5,0.42,21,5000,1000,"KES 105,000",Monday,April,FALSE,"KES 104,000",,,,
1/10/2023,XRAY_0277,X-Ray Machine,Radiology,16,14.9,0.93,6,2000,1500,"KES 12,000",Tuesday,January,FALSE,"KES 10,500",,,,
7/7/2023,US_0278,Ultrasound,Radiology,8,6.7,0.84,33,3000,1000,"KES 99,000",Friday,July,FALSE,"KES 98,000",,,,
3/15/2023,MRI_0279,MRI Scanner,Radiology,16,4,0.25,3,30000,5000,"KES 90,000",Wednesday,March,FALSE,"KES 85,000",,,,
8/5/2023,MAMMO_0280,Mammography Unit,Women's Health,17,14.6,0.86,22,5000,1000,"KES 110,000",Saturday,August,TRUE,"KES 109,000",,,,
2/17/2023,US_0281,Ultrasound,Radiology,10,9.6,0.96,33,3000,1000,"KES 99,000",Friday,February,FALSE,"KES 98,000",,,,
3/6/2023,MAMMO_0282,Mammography Unit,Women's Health,15,11.3,0.75,24,5000,1000,"KES 120,000",Monday,March,FALSE,"KES 119,000",,,,
2/20/2023,MAMMO_0283,Mammography Unit,Women's Health,20,9.1,0.45,27,5000,1000,"KES 135,000",Monday,February,FALSE,"KES 134,000",,,,
11/22/2023,MRI_0284,MRI Scanner,Radiology,11,2.6,0.24,1,30000,5000,"KES 30,000",Wednesday,November,FALSE,"KES 25,000",,,,
6/4/2023,MAMMO_0285,Mammography Unit,Women's Health,12,7.9,0.66,13,5000,1000,"KES 65,000",Sunday,June,TRUE,"KES 64,000",,,,
12/22/2023,MAMMO_0286,Mammography Unit,Women's Health,20,10.9,0.55,13,5000,1000,"KES 65,000",Friday,December,FALSE,"KES 64,000",,,,
2/24/2023,XRAY_0287,X-Ray Machine,Radiology,17,16.5,0.97,19,2000,1500,"KES 38,000",Friday,February,FALSE,"KES 36,500",,,,
5/14/2023,MAMMO_0288,Mammography Unit,Women's Health,16,4.9,0.31,21,5000,1000,"KES 105,000",Sunday,May,TRUE,"KES 104,000",,,,
12/17/2023,MRI_0289,MRI Scanner,Radiology,12,3.9,0.33,5,30000,5000,"KES 150,000",Sunday,December,TRUE,"KES 145,000",,,,
11/24/2023,MRI_0290,MRI Scanner,Radiology,11,3.8,0.35,1,30000,5000,"KES 30,000",Friday,November,FALSE,"KES 25,000",,,,
1/19/2023,MRI_0291,MRI Scanner,Radiology,16,2.4,0.15,5,30000,5000,"KES 150,000",Thursday,January,FALSE,"KES 145,000",,,,
10/25/2023,US_0292,Ultrasound,Radiology,9,6.1,0.68,25,3000,1000,"KES 75,000",Wednesday,October,FALSE,"KES 74,000",,,,
11/21/2023,US_0293,Ultrasound,Radiology,8,6.7,0.84,26,3000,1000,"KES 78,000",Tuesday,November,FALSE,"KES 77,000",,,,
11/11/2023,XRAY_0294,X-Ray Machine,Radiology,19,5.3,0.28,29,2000,1500,"KES 58,000",Saturday,November,TRUE,"KES 56,500",,,,
5/23/2023,US_0295,Ultrasound,Radiology,10,8.9,0.89,40,3000,1000,"KES 120,000",Tuesday,May,FALSE,"KES 119,000",,,,
12/6/2023,XRAY_0296,X-Ray Machine,Radiology,9,4.7,0.52,11,2000,1500,"KES 22,000",Wednesday,December,FALSE,"KES 20,500",,,,
4/4/2023,XRAY_0297,X-Ray Machine,Radiology,16,7.1,0.44,25,2000,1500,"KES 50,000",Tuesday,April,FALSE,"KES 48,500",,,,
7/7/2023,US_0298,Ultrasound,Radiology,11,9,0.82,21,3000,1000,"KES 63,000",Friday,July,FALSE,"KES 62,000",,,,
5/20/2023,MAMMO_0299,Mammography Unit,Women's Health,16,12.1,0.76,25,5000,1000,"KES 125,000",Saturday,May,TRUE,"KES 124,000",,,,
10/29/2023,MAMMO_0300,Mammography Unit,Women's Health,14,13.6,0.97,12,5000,1000,"KES 60,000",Sunday,October,TRUE,"KES 59,000",,,,
9/20/2023,MAMMO_0301,Mammography Unit,Women's Health,14,7.6,0.54,24,5000,1000,"KES 120,000",Wednesday,September,FALSE,"KES 119,000",,,,
4/10/2023,MAMMO_0302,Mammography Unit,Women's Health,17,15,0.88,23,5000,1000,"KES 115,000",Monday,April,FALSE,"KES 114,000",,,,
4/21/2023,XRAY_0303,X-Ray Machine,Radiology,16,8.9,0.56,9,2000,1500,"KES 18,000",Friday,April,FALSE,"KES 16,500",,,,
9/2/2023,US_0304,Ultrasound,Radiology,12,8.1,0.67,30,3000,1000,"KES 90,000",Saturday,September,TRUE,"KES 89,000",,,,
3/25/2023,MAMMO_0305,Mammography Unit,Women's Health,19,13,0.68,6,5000,1000,"KES 30,000",Saturday,March,TRUE,"KES 29,000",,,,
11/17/2023,CT_0306,CT Scanner,Radiology,12,8.2,0.68,15,10000,3000,"KES 150,000",Friday,November,FALSE,"KES 147,000",,,,
3/11/2023,MRI_0307,MRI Scanner,Radiology,11,0.8,0.07,5,30000,5000,"KES 150,000",Saturday,March,TRUE,"KES 145,000",,,,
12/31/2023,CT_0308,CT Scanner,Radiology,16,4,0.25,8,10000,3000,"KES 80,000",Sunday,December,TRUE,"KES 77,000",,,,
2/1/2023,CT_0309,CT Scanner,Radiology,16,9.8,0.61,11,10000,3000,"KES 110,000",Wednesday,February,FALSE,"KES 107,000",,,,
3/5/2023,MRI_0310,MRI Scanner,Radiology,13,3.2,0.25,1,30000,5000,"KES 30,000",Sunday,March,TRUE,"KES 25,000",,,,
9/2/2023,MAMMO_0311,Mammography Unit,Women's Health,20,11.3,0.57,17,5000,1000,"KES 85,000",Saturday,September,TRUE,"KES 84,000",,,,
2/25/2023,MAMMO_0312,Mammography Unit,Women's Health,8,7.6,0.95,11,5000,1000,"KES 55,000",Saturday,February,TRUE,"KES 54,000",,,,
5/27/2023,MAMMO_0313,Mammography Unit,Women's Health,18,9.5,0.53,29,5000,1000,"KES 145,000",Saturday,May,TRUE,"KES 144,000",,,,
12/21/2023,MAMMO_0314,Mammography Unit,Women's Health,8,6.3,0.79,24,5000,1000,"KES 120,000",Thursday,December,FALSE,"KES 119,000",,,,
5/27/2023,MAMMO_0315,Mammography Unit,Women's Health,11,9.4,0.85,10,5000,1000,"KES 50,000",Saturday,May,TRUE,"KES 49,000",,,,
5/10/2023,MAMMO_0316,Mammography Unit,Women's Health,12,9.5,0.79,19,5000,1000,"KES 95,000",Wednesday,May,FALSE,"KES 94,000",,,,
11/8/2023,US_0317,Ultrasound,Radiology,9,6.7,0.74,36,3000,1000,"KES 108,000",Wednesday,November,FALSE,"KES 107,000",,,,
3/10/2023,XRAY_0318,X-Ray Machine,Radiology,16,10.8,0.68,30,2000,1500,"KES 60,000",Friday,March,FALSE,"KES 58,500",,,,
9/11/2023,MAMMO_0319,Mammography Unit,Women's Health,8,6.4,0.8,24,5000,1000,"KES 120,000",Monday,September,FALSE,"KES 119,000",,,,
9/5/2023,XRAY_0320,X-Ray Machine,Radiology,18,9.8,0.54,27,2000,1500,"KES 54,000",Tuesday,September,FALSE,"KES 52,500",,,,
9/18/2023,MAMMO_0321,Mammography Unit,Women's Health,15,6.9,0.46,19,5000,1000,"KES 95,000",Monday,September,FALSE,"KES 94,000",,,,
3/20/2023,XRAY_0322,X-Ray Machine,Radiology,14,13.2,0.94,26,2000,1500,"KES 52,000",Monday,March,FALSE,"KES 50,500",,,,
5/3/2023,US_0323,Ultrasound,Radiology,11,10.4,0.95,35,3000,1000,"KES 105,000",Wednesday,May,FALSE,"KES 104,000",,,,
8/29/2023,MRI_0324,MRI Scanner,Radiology,9,0.8,0.09,2,30000,5000,"KES 60,000",Tuesday,August,FALSE,"KES 55,000",,,,
1/5/2023,CT_0325,CT Scanner,Radiology,20,18.3,0.92,16,10000,3000,"KES 160,000",Thursday,January,FALSE,"KES 157,000",,,,
3/14/2023,XRAY_0326,X-Ray Machine,Radiology,11,6.4,0.58,23,2000,1500,"KES 46,000",Tuesday,March,FALSE,"KES 44,500",,,,
10/21/2023,MRI_0327,MRI Scanner,Radiology,11,2.3,0.21,5,30000,5000,"KES 150,000",Saturday,October,TRUE,"KES 145,000",,,,
11/12/2023,MAMMO_0328,Mammography Unit,Women's Health,16,14.8,0.93,12,5000,1000,"KES 60,000",Sunday,November,TRUE,"KES 59,000",,,,
12/21/2023,XRAY_0329,X-Ray Machine,Radiology,14,9.4,0.67,12,2000,1500,"KES 24,000",Thursday,December,FALSE,"KES 22,500",,,,
6/8/2023,XRAY_0330,X-Ray Machine,Radiology,15,15,1,10,2000,1500,"KES 20,000",Thursday,June,FALSE,"KES 18,500",,,,
2/3/2023,US_0331,Ultrasound,Radiology,10,7.9,0.79,38,3000,1000,"KES 114,000",Friday,February,FALSE,"KES 113,000",,,,
11/9/2023,MRI_0332,MRI Scanner,Radiology,15,0.7,0.05,2,30000,5000,"KES 60,000",Thursday,November,FALSE,"KES 55,000",,,,
4/13/2023,MRI_0333,MRI Scanner,Radiology,16,0.6,0.04,2,30000,5000,"KES 60,000",Thursday,April,FALSE,"KES 55,000",,,,
11/17/2023,MAMMO_0334,Mammography Unit,Women's Health,13,12.1,0.93,11,5000,1000,"KES 55,000",Friday,November,FALSE,"KES 54,000",,,,
9/1/2023,MRI_0335,MRI Scanner,Radiology,13,0.8,0.06,1,30000,5000,"KES 30,000",Friday,September,FALSE,"KES 25,000",,,,
5/16/2023,MRI_0336,MRI Scanner,Radiology,12,2.2,0.18,3,30000,5000,"KES 90,000",Tuesday,May,FALSE,"KES 85,000",,,,
11/28/2023,MAMMO_0337,Mammography Unit,Women's Health,16,8.6,0.54,24,5000,1000,"KES 120,000",Tuesday,November,FALSE,"KES 119,000",,,,
6/1/2023,MRI_0338,MRI Scanner,Radiology,12,2.1,0.18,3,30000,5000,"KES 90,000",Thursday,June,FALSE,"KES 85,000",,,,
4/2/2023,MAMMO_0339,Mammography Unit,Women's Health,15,13.3,0.89,11,5000,1000,"KES 55,000",Sunday,April,TRUE,"KES 54,000",,,,
12/31/2023,XRAY_0340,X-Ray Machine,Radiology,20,4.3,0.21,10,2000,1500,"KES 20,000",Sunday,December,TRUE,"KES 18,500",,,,
7/18/2023,US_0341,Ultrasound,Radiology,12,9.9,0.83,20,3000,1000,"KES 60,000",Tuesday,July,FALSE,"KES 59,000",,,,
1/15/2023,CT_0342,CT Scanner,Radiology,20,19.3,0.97,19,10000,3000,"KES 190,000",Sunday,January,TRUE,"KES 187,000",,,,
10/3/2023,XRAY_0343,X-Ray Machine,Radiology,14,9.2,0.66,23,2000,1500,"KES 46,000",Tuesday,October,FALSE,"KES 44,500",,,,
1/2/2023,MRI_0344,MRI Scanner,Radiology,9,1.5,0.17,4,30000,5000,"KES 120,000",Monday,January,FALSE,"KES 115,000",,,,
4/1/2023,US_0345,Ultrasound,Radiology,11,6.1,0.55,20,3000,1000,"KES 60,000",Saturday,April,TRUE,"KES 59,000",,,,
6/24/2023,MRI_0346,MRI Scanner,Radiology,11,2.1,0.19,2,30000,5000,"KES 60,000",Saturday,June,TRUE,"KES 55,000",,,,
4/26/2023,MAMMO_0347,Mammography Unit,Women's Health,20,6.5,0.33,20,5000,1000,"KES 100,000",Wednesday,April,FALSE,"KES 99,000",,,,
6/12/2023,CT_0348,CT Scanner,Radiology,9,7.4,0.82,13,10000,3000,"KES 130,000",Monday,June,FALSE,"KES 127,000",,,,
7/23/2023,MAMMO_0349,Mammography Unit,Women's Health,8,4.6,0.57,18,5000,1000,"KES 90,000",Sunday,July,TRUE,"KES 89,000",,,,
7/11/2023,US_0350,Ultrasound,Radiology,12,10.2,0.85,15,3000,1000,"KES 45,000",Tuesday,July,FALSE,"KES 44,000",,,,
6/30/2023,MAMMO_0351,Mammography Unit,Women's Health,10,9.6,0.96,19,5000,1000,"KES 95,000",Friday,June,FALSE,"KES 94,000",,,,
9/24/2023,XRAY_0352,X-Ray Machine,Radiology,15,12.9,0.86,8,2000,1500,"KES 16,000",Sunday,September,TRUE,"KES 14,500",,,,
2/10/2023,XRAY_0353,X-Ray Machine,Radiology,8,6.7,0.84,21,2000,1500,"KES 42,000",Friday,February,FALSE,"KES 40,500",,,,
2/7/2023,CT_0354,CT Scanner,Radiology,13,3,0.23,27,10000,3000,"KES 270,000",Tuesday,February,FALSE,"KES 267,000",,,,
5/23/2023,MAMMO_0355,Mammography Unit,Women's Health,18,10,0.56,28,5000,1000,"KES 140,000",Tuesday,May,FALSE,"KES 139,000",,,,
12/26/2023,MRI_0356,MRI Scanner,Radiology,10,2.3,0.23,2,30000,5000,"KES 60,000",Tuesday,December,FALSE,"KES 55,000",,,,
11/25/2023,CT_0357,CT Scanner,Radiology,15,5.5,0.37,7,10000,3000,"KES 70,000",Saturday,November,TRUE,"KES 67,000",,,,
